Iteration,Average Episodic Length,Average Episodic Return,Episodic Return STD,Average Loss
167,200.0,-5.03,2.6788950554793742,-0.00362
168,200.0,-5.07,3.1210335492962513,-0.005
169,200.0,-5.41,1.4231393606914564,-0.00577
170,187.91,-14.86,30.613267332853255,-0.00229
171,200.0,-5.7,2.5569923516192827,-0.00405
172,200.0,-6.09,3.172227673752805,-0.00519
173,200.0,-4.08,2.940448255387102,-0.00249
174,200.0,-5.22,2.372363058932652,-0.00516
175,187.18,-13.94,32.19890053739572,-0.00444
176,187.45,-25.74,43.096187266535644,-0.00303
177,186.45,-14.96,30.37932245819358,-0.00506
178,200.0,-5.44,2.782842525274375,-0.00304
179,175.08,-24.05,39.57500047806201,-0.00485
180,200.0,-5.76,3.370023661119083,-0.00277
181,200.0,-3.36,1.8789052251000113,-0.0026
182,191.0,-15.81,31.380873118364768,-0.00218
183,200.0,-6.32,2.6120819308499525,-0.00235
184,200.0,-5.24,2.4351797710798393,-0.00122
185,200.0,-4.87,1.9656220614484028,-0.00269
186,187.17,-13.99,29.14642061753981,-0.00366
187,200.0,-6.0,2.389778209303402,-0.00156
188,200.0,-5.48,2.7306331700894577,-0.00361
189,200.0,-4.98,2.010527514131222,-0.00299
190,200.0,-5.72,1.7167312764858327,-0.0034
191,200.0,-7.21,1.79392217120816,-0.00421
192,189.45,-16.77,29.95676299100231,-0.00427
193,200.0,-7.5,1.9241715088868137,-0.00185
194,200.0,-5.18,2.805183073383638,-0.00294
195,179.33,-25.58,41.09006850558682,-0.00365
196,200.0,-6.92,2.7969019185367303,-0.00481
197,200.0,-5.63,0.8597085879737212,-0.0037
198,186.91,-14.6,30.854444120409028,-0.00538
199,200.0,-5.1,2.177106644183924,-0.00465
200,200.0,-7.46,1.404510347069788,-0.00225
201,200.0,-6.82,1.525310619288073,-0.00324
202,200.0,-7.02,2.0744658496324626,-0.00473
203,200.0,-6.55,2.3039494486963332,-0.00328
204,200.0,-4.94,1.704787528471817,-0.00417
