Iteration,Average Episodic Length,Average Episodic Return,Episodic Return STD,Average Loss
514,200.0,-645.1,142.39383134283065,-0.00163
515,200.0,-676.64,122.32020351933376,-0.00118
516,200.0,-638.4,141.0136185521196,-0.00183
517,200.0,-589.8,107.6002058008043,-0.00081
518,200.0,-638.0,152.21776751402336,-0.00088
519,200.0,-565.96,63.360159439146976,-0.00182
520,200.0,-665.47,128.92271114878105,-0.00216
521,200.0,-662.72,114.17778393748716,-0.00222
522,200.0,-536.7,88.40548290520518,-0.00289
523,200.0,-661.65,102.34118033905419,-0.00045
524,200.0,-611.45,96.48937022030879,-0.00275
525,200.0,-623.42,65.98688543546353,-0.00194
526,200.0,-598.92,126.09586608727743,-0.0017
527,200.0,-563.35,60.061942543012634,-0.00085
528,200.0,-580.72,104.89482589430567,-0.00145
529,200.0,-577.23,82.09682398099332,-0.00088
530,200.0,-601.19,89.65320290433458,-0.00199
531,200.0,-614.31,167.03483683070448,-0.0015
532,200.0,-545.04,88.85338558478952,-0.00082
533,200.0,-598.89,91.55397624181842,-0.00308
534,200.0,-583.53,150.00435190351197,-0.00146
535,200.0,-551.61,123.25413174706752,-0.00203
536,200.0,-560.86,107.21855538614606,-0.00175
537,200.0,-505.09,127.57704383722835,-0.00108
538,200.0,-573.4,155.11823112184916,-0.00177
539,200.0,-445.27,100.55873120890726,-0.00112
540,200.0,-406.37,114.38938343963319,-0.00226
541,200.0,-475.06,129.96914638521642,-0.00217
542,200.0,-393.22,188.46151943520292,-0.00335
543,200.0,-381.25,76.35504908473415,-0.00245
544,200.0,-459.07,202.54942055570743,-0.00367
